0.5,0.072,0.734,0.059,0.62,0.059,0.519,0.059,0.392,-0.15,0.152,-0.046,0.139,0.046,0.114,0.15,0.139,0.242,0.152,-0.582,0.709,-0.477,0.785,-0.346,0.772,-0.216,0.684,-0.346,0.658,-0.477,0.658,0.307,0.671,0.412,0.759,0.556,0.747,0.66,0.671,0.556,0.633,0.425,0.633,-0.32,-0.354,-0.203,-0.215,-0.046,-0.139,0.033,-0.165,0.124,-0.139,0.255,-0.215,0.333,-0.367,0.242,-0.43,0.124,-0.468,0.02,-0.468,-0.072,-0.468,-0.203,-0.43,-0.242,-0.342,-0.059,-0.278,0.033,-0.278,0.124,-0.278,0.255,-0.342,0.124,-0.304,0.033,-0.316,-0.059,-0.316
1.0,0.053,0.734,0.053,0.62,0.053,0.519,0.066,0.392,-0.158,0.152,-0.053,0.127,0.039,0.114,0.145,0.127,0.237,0.139,-0.592,0.709,-0.474,0.785,-0.342,0.785,-0.224,0.684,-0.355,0.658,-0.487,0.658,0.303,0.658,0.421,0.759,0.553,0.759,0.658,0.671,0.553,0.62,0.421,0.633,-0.316,-0.354,-0.211,-0.203,-0.053,-0.127,0.039,-0.152,0.132,-0.127,0.25,-0.215,0.316,-0.367,0.237,-0.43,0.132,-0.468,0.013,-0.481,-0.079,-0.468,-0.211,-0.43,-0.25,-0.342,-0.066,-0.278,0.026,-0.278,0.132,-0.278,0.25,-0.354,0.118,-0.304,0.026,-0.316,-0.066,-0.316
1.5,0.02,0.748,0.02,0.597,0.02,0.447,0.02,0.296,-0.176,0.132,-0.085,0.094,0.007,0.069,0.111,0.094,0.203,0.119,-0.608,0.748,-0.503,0.824,-0.373,0.811,-0.255,0.723,-0.386,0.698,-0.516,0.686,0.281,0.711,0.399,0.799,0.529,0.786,0.634,0.711,0.529,0.66,0.399,0.66,-0.32,-0.358,-0.216,-0.245,-0.085,-0.195,0.007,-0.22,0.085,-0.195,0.203,-0.258,0.281,-0.371,0.19,-0.459,0.085,-0.497,-0.02,-0.497,-0.111,-0.497,-0.229,-0.447,-0.255,-0.346,-0.098,-0.308,-0.007,-0.321,0.085,-0.308,0.216,-0.358,0.085,-0.333,-0.007,-0.346,-0.098,-0.333
2.0,-0.007,0.741,-0.007,0.593,-0.007,0.444,-0.007,0.296,-0.203,0.111,-0.111,0.086,-0.02,0.074,0.085,0.086,0.176,0.099,-0.621,0.753,-0.516,0.815,-0.386,0.815,-0.268,0.716,-0.399,0.679,-0.542,0.691,0.268,0.704,0.386,0.802,0.529,0.79,0.634,0.704,0.529,0.642,0.386,0.654,-0.346,-0.346,-0.242,-0.247,-0.111,-0.185,-0.033,-0.222,0.059,-0.198,0.176,-0.259,0.268,-0.37,0.163,-0.457,0.046,-0.494,-0.046,-0.494,-0.137,-0.494,-0.255,-0.444,-0.281,-0.346,-0.124,-0.309,-0.033,-0.321,0.059,-0.321,0.203,-0.358,0.046,-0.321,-0.046,-0.333,-0.124,-0.321
2.5,0.007,0.75,-0.007,0.6,-0.007,0.45,-0.007,0.3,-0.203,0.113,-0.111,0.087,-0.02,0.075,0.085,0.087,0.176,0.113,-0.621,0.738,-0.516,0.812,-0.386,0.812,-0.268,0.725,-0.386,0.688,-0.529,0.688,0.268,0.713,0.386,0.8,0.529,0.8,0.634,0.725,0.529,0.65,0.386,0.662,-0.346,-0.35,-0.242,-0.25,-0.111,-0.188,-0.02,-0.212,0.059,-0.188,0.176,-0.25,0.268,-0.362,0.163,-0.45,0.046,-0.487,-0.046,-0.5,-0.137,-0.487,-0.255,-0.45,-0.281,-0.338,-0.111,-0.312,-0.033,-0.312,0.059,-0.312,0.203,-0.35,0.046,-0.325,-0.033,-0.325,-0.124,-0.325
3.0,-0.035,0.767,-0.035,0.622,-0.035,0.478,-0.035,0.333,-0.212,0.122,-0.118,0.1,-0.024,0.089,0.071,0.1,0.176,0.122,-0.624,0.733,-0.541,0.789,-0.412,0.8,-0.294,0.733,-0.412,0.7,-0.541,0.689,0.271,0.744,0.376,0.811,0.506,0.8,0.612,0.744,0.506,0.7,0.376,0.711,-0.341,-0.344,-0.247,-0.233,-0.118,-0.156,-0.024,-0.189,0.071,-0.156,0.2,-0.222,0.306,-0.333,0.2,-0.422,0.082,-0.478,-0.024,-0.489,-0.129,-0.478,-0.247,-0.433,-0.282,-0.333,-0.118,-0.289,-0.024,-0.289,0.082,-0.289,0.224,-0.322,0.082,-0.3,-0.024,-0.311,-0.129,-0.3
3.5,-0.087,0.718,-0.087,0.587,-0.087,0.446,-0.087,0.305,-0.231,0.07,-0.149,0.061,-0.067,0.061,0.026,0.07,0.128,0.08,-0.692,0.681,-0.59,0.765,-0.446,0.765,-0.323,0.662,-0.456,0.634,-0.6,0.634,0.231,0.69,0.344,0.812,0.487,0.822,0.61,0.746,0.508,0.681,0.354,0.671,-0.354,-0.39,-0.262,-0.268,-0.138,-0.192,-0.036,-0.221,0.056,-0.192,0.19,-0.249,0.313,-0.362,0.19,-0.455,0.067,-0.502,-0.036,-0.521,-0.138,-0.512,-0.251,-0.465,-0.282,-0.38,-0.138,-0.315,-0.036,-0.324,0.056,-0.305,0.241,-0.352,0.056,-0.333,-0.046,-0.343,-0.138,-0.343
4.0,-0.117,0.718,-0.127,0.559,-0.137,0.39,-0.147,0.221,-0.289,0.042,-0.208,0.023,-0.117,0.005,-0.015,0.023,0.096,0.033,-0.726,0.737,-0.635,0.822,-0.482,0.822,-0.36,0.7,-0.503,0.681,-0.645,0.69,0.218,0.709,0.33,0.831,0.492,0.831,0.614,0.756,0.503,0.69,0.35,0.69,-0.431,-0.38,-0.33,-0.286,-0.208,-0.221,-0.096,-0.258,-0.005,-0.221,0.137,-0.286,0.269,-0.39,0.127,-0.502,-0.005,-0.559,-0.117,-0.559,-0.228,-0.549,-0.34,-0.493,-0.36,-0.38,-0.208,-0.352,-0.107,-0.362,-0.005,-0.352,0.198,-0.38,-0.015,-0.371,-0.117,-0.39,-0.218,-0.371
4.5,-0.087,0.726,-0.087,0.585,-0.087,0.443,-0.097,0.283,-0.241,0.057,-0.159,0.057,-0.077,0.047,0.026,0.057,0.138,0.075,-0.692,0.708,-0.6,0.792,-0.456,0.802,-0.323,0.689,-0.456,0.66,-0.61,0.66,0.241,0.708,0.354,0.821,0.508,0.821,0.631,0.745,0.528,0.679,0.364,0.679,-0.374,-0.368,-0.282,-0.264,-0.149,-0.198,-0.056,-0.217,0.036,-0.189,0.169,-0.255,0.303,-0.358,0.169,-0.462,0.036,-0.509,-0.056,-0.519,-0.169,-0.509,-0.282,-0.462,-0.313,-0.358,-0.149,-0.311,-0.056,-0.321,0.036,-0.311,0.231,-0.349,0.036,-0.33,-0.067,-0.34,-0.159,-0.33
5.0,0.116,0.724,0.126,0.59,0.126,0.448,0.136,0.295,-0.075,0.114,0.025,0.095,0.116,0.076,0.206,0.095,0.296,0.114,-0.538,0.733,-0.427,0.8,-0.286,0.8,-0.186,0.714,-0.296,0.695,-0.437,0.695,0.347,0.695,0.447,0.781,0.568,0.781,0.668,0.724,0.578,0.676,0.457,0.686,-0.216,-0.333,-0.095,-0.238,0.035,-0.181,0.106,-0.21,0.196,-0.181,0.296,-0.238,0.377,-0.343,0.296,-0.429,0.196,-0.476,0.106,-0.486,0.025,-0.476,-0.095,-0.419,-0.146,-0.333,0.025,-0.286,0.106,-0.295,0.196,-0.286,0.317,-0.333,0.196,-0.324,0.116,-0.333,0.025,-0.324
